"Severity","Time","Recovery time","Status","Host","Problem","Duration","Ack","Actions","Tags"
"High","2026-07-02 02:48:01 PM","2026-07-02 03:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-02 01:53:49 PM","","PROBLEM","ANU-APUA01-MPLS02","Interface et-0/0/10(TO_NAM-APUA-MPLS02_et-0/0/10_24291.CN_BKBN_MPLS): Zero bandwidth usage","14d 21h 39m","Yes","Messages (1), Actions (3)","alerttype: capacity, alias: TO_NAM-APUA-MPLS02_et-0/0/10_24291.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/10, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-02 11:33:01 AM","2026-07-02 11:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-02 05:33:01 AM","2026-07-02 05:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-02 01:18:02 AM","2026-07-02 01:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","14m 59s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-01 06:48:01 PM","2026-07-01 07:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-01 06:03:01 PM","2026-07-01 06:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-01 01:03:01 PM","2026-07-01 01:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-01 11:48:01 AM","2026-07-01 12:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-01 07:48:01 AM","2026-07-01 08:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-30 07:48:01 PM","2026-06-30 08:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-30 06:33:01 PM","2026-06-30 06:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-30 03:48:01 PM","2026-06-30 04:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-30 12:33:01 PM","2026-06-30 12:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-30 09:33:01 AM","2026-06-30 09:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-30 05:48:01 AM","2026-06-30 06:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-30 12:18:01 AM","2026-06-30 12:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-29 04:48:01 PM","2026-06-29 05:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-29 03:18:01 PM","2026-06-29 03:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-29 02:18:01 PM","2026-06-29 02:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-29 01:33:01 PM","2026-06-29 02:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-28 07:33:01 PM","2026-06-28 07:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-28 11:33:01 AM","2026-06-28 11:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-28 11:03:01 AM","2026-06-28 11:18:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-28 07:48:01 AM","2026-06-28 08:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-28 05:33:01 AM","2026-06-28 05:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-27 04:33:01 PM","2026-06-27 04:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-27 04:03:01 PM","2026-06-27 04:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-27 11:18:01 AM","2026-06-27 11:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-27 06:33:01 AM","2026-06-27 06:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-27 03:48:01 AM","2026-06-27 04:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-27 01:48:01 AM","2026-06-27 02:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-26 07:33:01 PM","2026-06-26 07:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-26 06:48:01 PM","2026-06-26 07:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Unsuppressed, Actions (5)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-26 01:03:01 PM","2026-06-26 01:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-26 09:48:01 AM","2026-06-26 10:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-26 05:18:01 AM","2026-06-26 05:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-26 03:03:01 AM","2026-06-26 03:18:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-25 09:18:01 AM","2026-06-25 09:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-25 06:48:01 AM","2026-06-25 07:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-25 02:33:02 AM","2026-06-25 02:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","14m 59s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-25 12:18:01 AM","2026-06-25 12:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-24 12:18:01 PM","2026-06-24 12:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-24 09:18:01 AM","2026-06-24 09:33:02 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m 1s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-24 08:48:01 AM","2026-06-24 09:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-24 12:18:01 AM","2026-06-24 12:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-23 08:18:01 PM","2026-06-23 08:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-23 03:33:01 PM","2026-06-23 03:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-23 07:33:01 AM","2026-06-23 07:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-23 05:18:01 AM","2026-06-23 05:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-23 04:03:01 AM","2026-06-23 04:18:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-22 09:18:01 PM","2026-06-22 09:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-22 06:48:01 PM","2026-06-22 07:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-22 04:18:01 PM","2026-06-22 04:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-22 01:48:01 PM","2026-06-22 02:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Unsuppressed, Actions (5)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-22 03:18:01 AM","2026-06-22 03:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-22 12:33:01 AM","2026-06-22 01:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-21 11:48:01 PM","2026-06-22 12:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-21 12:33:01 PM","2026-06-21 01:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-21 08:18:01 AM","2026-06-21 08:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-21 01:33:01 AM","2026-06-21 01:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-21 12:18:01 AM","2026-06-21 12:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-20 10:18:01 PM","2026-06-20 10:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-20 08:03:01 PM","2026-06-20 08:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-19 05:48:01 PM","2026-06-20 07:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","1d 1h 45m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-19 02:48:01 PM","2026-06-19 04:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","1h 15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-19 11:03:01 AM","2026-06-19 11:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","45m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-19 09:33:01 AM","2026-06-19 09:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-19 09:03:01 AM","2026-06-19 09:18:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-19 07:18:01 AM","2026-06-19 07:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-19 12:48:01 AM","2026-06-19 05:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","4h 45m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-18 10:48:01 AM","2026-06-18 11:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","12h 45m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-18 09:18:01 AM","2026-06-18 10:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","1h 15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-18 08:48:01 AM","2026-06-18 09:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-18 07:03:01 AM","2026-06-18 07:48:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","45m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-18 06:33:01 AM","2026-06-18 06:48:02 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m 1s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-18 12:03:01 AM","2026-06-18 12:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-17 10:18:01 PM","2026-06-17 11:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","45m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-17 07:33:01 PM","2026-06-17 07:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-17 02:18:01 PM","2026-06-17 05:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","3h","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-17 12:33:01 PM","2026-06-17 12:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-17 10:18:01 AM","2026-06-17 11:18:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","1h","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-17 07:48:01 AM","2026-06-17 08:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
